RegionID,SizeRank,RegionName,RegionType,StateName,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
394998,23,"Portland, OR",Msa,OR,276818,277288,276614,276020,272977,268181,265982,264036,260729,256404,254394,252747,254109,249463,246124,242174,240377,241602,241053,239123,239336,241715,243013,243832,244286,242096,240516,240967,243498,245139,243674,243677,244313,242981,238858,234054,232740,232118,231631,229360,227229,225464,225104,226154,224637,224971,224744,226918,229286,231277,233582,234101,234841,235463,238150,239834,243327,246233,247849,249994,249949,253313,253353,256990,259199,262754,264027,265112,263851,264595,267512,269965,271715,271286,273568,275778,277511,279834,280803,282180,283724,284102,286213,286157,288789,290221,293433,296002,297893,298824,301216,304529,310162,312078,314270,317318,322728,326845,329621,330724,334586,337240,340539,343746,345576,350002,350305,354564,356631,361420,363637,368097,370200,374722,376432,377717,378765,383730,388809,390725,390139,390695,392447,390512,390199,390531,392301,391660,392261,390593,392737,392901,394733,396513,397883,398662,394552,400965,401750,404544,406873,408731,408423,410264,412363,413492,414900
394458,24,"Charlotte, NC",Msa,NC,180235,178945,177318,177081,175860,173907,172883,171494,171805,168900,168033,166311,165726,163837,163001,160364,159132,158293,158126,157310,156366,158235,158232,159024,159076,161137,162092,162518,163773,166495,165384,166532,163434,164347,162823,162978,160704,159759,159412,160810,160168,158611,159385,159779,162634,162001,164199,164232,165905,166146,167335,166626,167283,167984,169365,169756,170954,172511,174033,175744,177566,178919,180411,181836,184793,184913,186594,187341,189166,189674,188625,189103,188906,190823,190595,192091,190089,192783,192380,192616,192191,192471,196392,197595,199261,199319,200507,200178,200728,199361,199120,201396,201926,203480,202772,204164,205977,207686,209724,212049,215466,218195,220521,221307,221537,224200,223149,226052,226512,228535,229159,231155,232114,233320,234548,236469,240837,241148,244062,241526,242567,242741,244869,243619,243481,245286,247391,248834,249941,250190,250222,251216,252456,256338,259196,259875,254428,259843,259931,260405,260174,262038,263606,266127,267193,266323,265548
395045,25,"Sacramento, CA",Msa,CA,321985,312522,306058,297294,291861,285154,281915,277013,272609,265312,259420,255008,246116,248113,245737,246464,244541,244212,240517,235672,232625,233438,234478,235370,230414,230308,230406,232095,229421,228375,226501,231968,232417,232062,229930,226827,225527,221357,219699,215849,217302,216816,214503,208271,205053,205232,207209,206696,208916,209249,210815,212336,215877,219689,224634,230895,237865,243856,246007,251845,256027,264032,270691,276690,280263,282542,285134,288434,288841,289694,292316,296916,299213,302266,303275,306600,307107,309644,310840,310220,313007,314654,322004,320502,323199,320531,322063,321293,322626,324648,327106,331861,335034,338971,338546,341836,343900,347529,349676,351485,355424,357272,360214,360610,361915,363617,363749,366628,367055,372546,375478,380461,382152,384968,389435,392720,396630,396928,399709,399966,401828,402051,402849,401869,398195,404457,404349,406794,406556,407010,407222,407486,411290,413802,415909,411919,404315,414136,415190,415384,417708,421187,424036,427272,427543,428509,430100
395055,26,"San Antonio, TX",Msa,TX,151361,151519,152032,150204,149607,148138,148979,148966,148490,148186,148036,149538,149802,150431,149559,150915,149168,149416,147526,147393,147416,147790,148302,147349,146730,145708,146405,148227,152780,154823,155444,155193,155799,156041,155215,153557,152143,150790,149727,149905,149316,151389,152746,153351,153703,152817,154302,155293,157584,159768,160890,160229,159058,158393,159822,162254,162791,162386,162026,162820,164605,165532,167844,170203,172609,171730,171203,170667,172235,174217,174996,175683,176065,177133,177278,177111,177297,180458,182297,184966,185409,186469,187382,189179,189553,189351,189799,190840,191952,191506,191880,190712,190983,192790,195304,197686,198249,200008,200357,202259,202749,204441,204829,205910,205761,204876,205213,204338,207288,207725,210206,209159,210044,211171,212416,214872,218403,221704,221081,220718,219990,222094,222251,222960,223504,223470,223292,223265,223822,224247,224429,225848,225841,227065,227920,228698,227666,230700,232176,232928,233010,233416,235590,236969,238922,239088,240092
394943,27,"Orlando, FL",Msa,FL,228858,226226,222096,217626,213620,209025,204278,200037,196931,194759,191905,186821,180280,171734,166974,163674,160784,159601,157121,155468,151093,147823,143694,141726,142130,143882,143940,142701,139728,135543,134317,130992,130365,126337,125954,127418,130409,131626,130557,129084,128780,128764,129071,130342,131733,133612,133750,134383,132992,134319,136379,139592,140945,143162,144888,147695,149670,152501,156824,158886,163307,164280,168162,170396,174155,177073,179551,181378,181948,182791,183917,187059,189996,191691,191610,192408,193461,194342,194865,195148,198717,200461,201807,201592,200132,201461,201384,203265,204071,206275,208081,211054,211516,213854,213390,214180,214722,217527,219793,221397,222602,222783,223776,224333,226401,226613,228902,231544,235245,234501,236087,236230,237620,238394,240334,242321,242516,244897,246329,248384,248844,250671,250844,251098,251445,253186,255108,256714,257722,257372,256134,254516,252370,253453,255188,258247,257933,258910,258691,258781,260045,261561,263835,265981,269036,269816,270465
394466,28,"Cincinnati, OH",Msa,OH,146823,147479,147906,148332,148437,147673,146086,144725,143909,142674,142122,141983,144167,143145,141921,138979,135962,135178,136342,138406,138630,139329,140141,141175,141015,139188,137490,139511,142827,145820,146817,145135,145323,145845,144966,142672,141352,142268,145210,146379,146485,143316,141785,142283,142753,142595,141546,140961,141462,141350,141629,140836,141251,141957,142504,142535,143255,145597,147845,150422,151305,152618,151879,152236,151191,151929,151359,150802,150092,147255,145459,144022,144951,145226,146107,146823,148533,148583,149623,150711,151027,152337,152267,153690,151926,152755,152138,152923,151886,152557,152475,151994,152959,152547,155270,154287,157325,157254,159119,159442,159134,159252,159732,161263,161518,163386,162438,163146,162222,162757,163470,164630,167380,168788,170196,170889,172122,172848,173831,175153,175596,176304,175347,174006,172693,175072,175840,176942,177877,179665,180604,180620,179798,181001,182720,182394,177490,183957,184482,185071,186137,186633,188072,189799,192732,193842,195285
394475,29,"Cleveland, OH",Msa,OH,135756,135199,135321,135788,136026,135454,133911,132723,132023,130671,129822,128469,130682,130238,129475,126669,124509,124147,124563,124890,124848,125649,126591,128639,126334,125919,124455,125952,127119,127036,127815,127780,128151,128431,127269,125815,124419,124517,124877,124988,124402,124712,124917,125937,124541,124005,123016,121420,123718,123347,125507,124558,126829,126363,126849,125881,127904,127370,130340,131298,131245,130687,130672,131606,129594,130406,128617,128042,124242,124496,122262,124264,124582,125442,124434,124384,125732,124665,125198,126343,129420,129517,128288,127897,127572,129114,127972,129471,129980,131441,131892,130724,130795,130230,131393,130112,130800,130930,133869,133884,133671,133016,132855,134174,134521,135885,138404,138959,139918,140035,140935,141683,141120,141814,143522,145951,146949,145355,143907,143449,144280,143235,142684,141566,142281,144918,146111,146041,146199,148520,148488,149099,146755,149722,151643,154435,151885,153506,153393,153720,154813,155319,157266,158682,161575,161529,161840
394735,30,"Kansas City, MO",Msa,MO,154702,153031,153138,151630,150296,149357,149566,147986,146362,145060,145618,145715,145202,146013,144431,145704,146703,147508,147190,147928,149535,149569,147919,147557,147770,149218,149724,148700,148198,147651,145445,145347,144864,146232,145732,144046,140515,137064,136562,137758,137867,136612,138091,139918,139062,138302,140028,142565,144653,145754,146483,145490,146401,149533,150958,150053,150873,150661,151314,151289,152859,155049,156579,158884,159383,159124,159882,161722,162544,164801,163898,162976,161143,161779,163032,164597,166201,167322,166641,167608,168958,169598,170082,171316,173733,174529,174406,173143,172765,172676,174469,175330,176695,176807,177484,178012,179631,181776,183640,185312,186170,187610,189609,189363,189760,188633,191795,192408,193647,193159,195725,197932,200798,202192,201472,202373,203041,207568,209570,211660,211481,210872,209083,208436,206817,209395,211795,214746,215607,215436,214048,214685,215612,219674,223537,222129,220565,224535,225253,225304,227035,228159,230562,231866,233841,233952,234211
394775,31,"Las Vegas, NV",Msa,NV,269499,263748,259683,254881,250515,244215,239141,232983,228033,221398,215221,208373,202542,197216,189031,182778,175493,171639,166484,163122,158471,156526,153580,153118,152409,150608,149811,147128,146398,144860,143794,142890,142313,142054,141885,139522,138405,136117,134804,135811,135263,135043,134244,133620,133000,131288,131366,131776,133310,135028,137080,138094,139881,141917,144253,147441,150975,156528,159777,164814,168945,173694,176813,179528,183216,185746,188390,189620,191271,192794,194929,196702,196377,196580,197132,199012,200502,203187,205226,207300,209076,209755,210929,210984,212671,213616,216555,219362,222199,222574,223685,225736,226523,225428,223402,222512,223882,225256,225547,224166,223283,223538,224951,226214,228207,234595,240602,246646,248070,249807,252206,256475,259399,262429,264088,265714,268687,270088,273059,275122,280110,285139,287330,287276,287205,290158,293363,296599,298743,301321,301388,301448,300504,300320,299232,298764,300203,301830,301482,301086,300840,300164,300630,301367,302183,302198,303968
394492,32,"Columbus, OH",Msa,OH,152703,155271,155651,154308,153309,152320,152109,149994,149814,148798,147547,147350,149240,146505,144415,144557,144601,145673,146226,148997,147242,149209,151900,153813,154227,151834,153087,155609,157225,157685,156329,155292,157795,156724,155529,152572,154818,154107,154086,151608,150055,147596,148134,149579,149986,148526,145880,145363,146449,147929,147847,147843,149107,150023,148781,147173,147181,148667,149757,150750,150057,150964,152409,155688,156203,156502,156338,157096,156251,156226,155901,156278,156397,156478,156983,156027,156421,156936,158720,159124,160975,160638,162631,162685,163153,165210,166693,168343,168482,169183,169864,170948,169729,170230,169133,171224,172373,171999,169885,169798,171832,175083,175656,176488,176250,176948,176865,177416,179286,181287,183449,184845,185994,186409,189038,190441,195444,198135,201162,199898,196685,194765,196880,197994,198054,201025,202571,203439,204744,204079,204865,202187,205136,206440,210806,207456,201754,207024,206445,206963,206053,207453,207699,212212,213099,214570,211867
394705,33,"Indianapolis, IN",Msa,IN,127046,124435,124138,123172,122945,120600,120136,119233,119119,117865,116944,116330,114390,117098,117747,119429,119917,121734,121510,120900,120660,121873,123327,125329,125663,127112,125811,124310,122967,124298,125884,128479,129425,129111,129311,126729,126597,122915,122624,123163,124519,126049,125080,125381,123780,125266,124643,127350,128463,130919,132007,130419,129663,126332,125788,126333,128142,129555,128898,129122,128611,129821,131024,133064,133949,134719,137274,136648,139011,137921,141099,139059,138272,136096,136522,138477,141662,143957,144683,145363,144965,145027,143996,146134,147719,150219,151628,151754,151058,150522,148479,148369,147733,149796,150544,151242,152814,154041,153600,153689,153720,156030,157762,158911,159572,159948,161418,162396,162468,162300,162715,164120,165085,165361,167605,170313,172063,172822,174156,175478,176188,176657,178132,177849,176512,177607,177705,179897,181533,184809,184178,182472,181766,183818,186936,188586,189833,192842,194203,193962,194773,194862,197478,201066,204347,205723,205749
395059,34,"San Jose, CA",Msa,CA,703382,682051,661138,639528,621370,603814,584448,565626,543881,533566,528115,517617,493776,496582,507790,514361,517496,517224,521556,527105,537435,538655,535657,538860,531625,533118,522077,522427,521957,530683,537297,539153,540820,530101,526609,525634,522260,515129,511111,508457,509509,504408,499566,499830,496099,498556,497771,502968,510471,519994,531803,544392,556941,562446,566513,575287,588716,605527,612804,618450,629188,642709,653392,655836,656507,665145,673793,680817,683420,687600,699662,708652,712725,707594,707309,704305,710620,717212,729926,737630,741088,742731,745588,753944,756415,764883,774674,795255,809676,810164,805145,800807,809738,814302,817320,810417,820529,829022,835563,833932,829262,839697,846775,857236,860702,870866,871929,874356,872520,879942,891621,907957,921370,946179,963213,991050,1008502,1026267,1056808,1092310,1114188,1118984,1106224,1092833,1096308,1090087,1106258,1078816,1070599,1059299,1044878,1036559,1017394,1022997,1035582,1041134,1023514,1040671,1028037,1042483,1049029,1056646,1062224,1060610,1073475,1073908,1076533
394355,35,"Austin, TX",Msa,TX,193402,195785,194456,193157,192466,191796,191373,192545,191016,192095,190022,191745,192356,190451,191455,189402,187200,185879,186995,186954,189719,189417,191386,190349,190683,188477,188794,195622,200490,203580,200811,197554,196195,194817,196535,193571,192590,191306,192391,189694,189385,190018,194156,195403,195138,193434,192923,196274,200092,204477,206028,206694,206777,206766,206476,207997,210570,215155,216581,218407,218795,220152,220103,221212,221412,222737,224126,226870,228327,228956,231485,233511,234836,234513,236975,239768,244081,247085,249079,249517,249364,251896,252307,253742,256254,260803,262315,263398,263141,264386,265402,267224,270330,272151,274317,276395,277356,277887,278819,280817,282936,283778,285697,288905,291376,290884,291166,292252,294117,293805,294900,295183,294697,294100,294562,296794,299565,304081,307142,305462,305774,306046,308568,307427,308721,311683,311284,309190,307857,308536,306623,308288,310454,318170,320114,318451,313393,319742,322128,324676,326519,326786,329577,331796,332657,329866,330122
395194,36,"Virginia Beach, VA",Msa,VA,225602,225192,224931,225291,226721,225426,225611,225712,226014,224185,221791,222485,225248,227434,227420,225105,222487,223181,223858,222929,222305,224130,228808,230069,226946,223941,224498,228252,229827,231689,230961,232442,232216,232562,229635,225634,222728,222420,221776,219368,218194,217205,214311,212801,213115,213587,213764,213907,217648,219635,219243,218880,218109,220213,224246,225686,226127,225955,226569,225976,224136,223427,225796,227673,230362,228266,226704,225529,224601,223178,222482,224773,226342,225717,225628,224004,223250,222231,223253,225391,225870,226444,226318,226507,226114,227402,226855,230171,230829,234009,231970,229737,230126,232268,233211,232887,234073,235853,235626,234402,234895,235839,238440,240531,241986,240928,240243,239693,241038,239405,241497,240789,242263,239289,239867,241164,242346,244490,246525,248420,245223,244657,243823,243694,240771,243418,245911,246847,246810,244364,244903,242734,246078,246568,249828,249339,245217,251365,249917,249502,250132,252656,252974,255382,255612,257295,256391
394902,37,"Nashville, TN",Msa,TN,169974,170618,171032,170359,169523,168974,168087,167544,166379,165399,166222,165120,165987,163190,161841,160202,158393,156839,157281,158710,160421,160078,158944,159665,160356,161664,161671,164198,166154,168302,168897,166694,164150,165303,163847,164585,163991,163893,162624,162304,165483,165838,163925,163519,166579,168483,169804,169225,169843,170433,171911,173355,172414,172037,173391,174733,176233,175141,177020,176531,179431,180590,182810,183451,183784,185145,186350,187249,186711,186711,186722,188175,188120,188940,190810,192205,194497,194065,194679,196539,198133,200712,201957,204310,206128,207458,208608,209427,210232,213395,215574,217436,219186,221390,223117,224108,225717,228272,229373,232369,234165,236882,239659,241227,242885,243635,246098,249191,250713,252802,254527,255877,257423,259634,261767,264819,266206,269573,271628,272786,274278,274445,276226,277138,278433,278705,278694,278198,281851,283941,287287,288456,288248,290155,292588,292411,290480,294909,296500,298259,297652,297489,296649,297714,299881,300878,300740
395005,38,"Providence, RI",Msa,RI,257228,254749,252663,250043,244733,239935,237430,235025,233341,227672,223750,221783,221292,220547,218565,216998,218518,218807,218397,217480,215730,218067,219990,220405,221100,218600,217814,217130,219852,222282,221803,221320,222166,223814,223053,220595,213438,212183,210801,211563,206999,206861,204863,204481,199777,198883,198996,200654,202625,202948,202807,203172,204701,202828,202880,204607,210258,209270,209285,207339,209427,211764,215152,216530,217065,217310,216745,215626,214248,216321,217228,219022,220838,220359,220216,218433,218903,219608,224321,226734,227546,227072,226405,227881,225009,227947,229084,232351,234035,235152,235908,233766,235661,238113,242187,243302,244478,244582,243459,245316,246010,247667,245895,249520,249623,251621,250841,251282,253858,253412,257555,256972,259795,261554,263593,265406,266753,265898,266907,267294,268948,268256,269131,270173,268974,270263,272526,272667,274223,272676,274866,275213,277052,281790,285500,288184,284827,288400,289236,290774,291915,296101,297174,299799,300321,300402,299742
394862,39,"Milwaukee, WI",Msa,WI,188419,191222,192044,192318,191336,190664,189600,188033,187167,186014,184562,183468,189105,185816,185128,181338,179865,177766,177436,178081,178685,179628,179932,181835,180759,179402,176187,179378,182408,185412,186335,185944,183540,182135,183301,180528,176560,171371,171346,171511,169154,167871,166766,168436,171218,171020,167629,165732,168918,171034,172166,169491,171661,173148,174481,168973,164607,163574,166279,168678,170030,172508,173901,175125,174646,173065,171181,173235,174106,177478,178511,180755,177610,175913,173924,178388,178322,181537,181095,186179,189204,188913,186512,183793,186222,189420,191519,189337,190994,188395,192086,186888,190058,186609,189571,189685,191880,191040,192012,191842,191785,194047,195921,197880,193272,196652,197376,201579,200115,202764,202840,203566,203843,204217,204029,206589,209554,210196,210023,208329,209915,207207,210495,213232,214287,214295,212939,215385,216822,217387,217383,219595,223360,226740,229530,226223,223381,229229,232392,231634,232501,233828,236329,237322,236710,237704,236813
394714,40,"Jacksonville, FL",Msa,FL,194400,195234,194129,193329,191171,190238,188478,186435,185240,182757,183008,179869,179390,175102,175013,175158,173821,169812,168090,166491,166017,167116,166478,167501,168940,166719,163963,158266,159799,161730,162524,164175,161850,161382,156214,156883,155316,157266,154106,156349,154093,155858,155544,154870,155477,151672,152440,150385,153195,154216,157981,157660,158621,156057,159295,161389,163157,168300,168686,170861,172112,174043,177933,180690,185336,188299,187789,187458,188875,191049,194405,197660,198328,200397,198805,199695,197405,199089,198802,200991,202452,201489,203664,202922,205893,203866,204707,203149,203661,202533,205502,204959,206327,207474,207419,206871,204258,206566,208352,211259,214462,216165,216636,216590,215922,216969,217647,220018,222472,225118,226442,227957,226539,228508,228656,232257,234300,236607,238692,239900,240512,240539,241158,241862,241172,241343,242862,245724,248059,246329,246015,246908,249541,249257,248767,249269,249758,252503,253145,251366,250829,252898,254093,254434,253748,255270,256887
394849,41,"Memphis, TN",Msa,TN,147177,147244,147077,147214,147347,145988,143890,142989,143021,144739,144256,143936,143690,144678,145424,146617,144258,144636,143330,143842,142770,141664,142127,142206,142918,141810,140351,137531,139593,140713,146086,145689,145871,141424,140918,139910,139577,135085,134302,133313,134409,134775,135574,136667,136833,138906,136855,137834,139056,140175,138936,139123,139168,139366,136736,134632,135169,136444,141235,140540,141221,144264,147802,150716,150734,151084,151370,153651,154456,154581,150635,151420,150089,150944,149474,151141,150533,151868,150308,149692,147811,149277,153280,154469,156005,154387,154960,151388,152307,152601,156039,156314,156939,156216,156095,156764,156481,157188,159293,160684,161867,159377,159952,161508,164041,163062,161892,161212,163136,162649,162507,163893,165773,168264,168725,169502,169462,172716,170081,170508,168081,172895,172968,173785,170467,173325,175548,177022,176765,174742,177174,179381,180172,179567,181823,184260,181794,183876,183748,183953,185725,188010,189732,190072,192324,192678,193038
394935,42,"Oklahoma City, OK",Msa,OK,121659,122826,124223,123275,124303,123843,125024,123898,124424,124451,125738,126206,126418,125633,124202,126309,125375,126008,124797,125689,125571,124832,124167,124963,127673,127196,127177,126567,127354,128837,129201,131463,130975,133108,132162,131106,129675,130387,131716,132972,132156,131052,131199,130796,132799,133434,134436,134026,134949,136888,136745,136035,136623,138437,141024,142506,142097,141670,141326,142580,142927,141724,142241,143748,145823,146193,144973,144231,145099,145265,147214,149041,151891,152934,152851,153085,152669,153359,154439,156501,157782,157792,157375,156281,155408,156365,158807,160220,160876,160155,160144,158466,157251,159380,159916,161199,160699,161277,160941,161213,161964,162554,163224,164502,166634,165919,166409,165127,165733,165228,166021,166569,167028,167698,167272,167891,168252,168840,168664,169095,169862,171335,169352,169284,167592,172856,174601,175521,175542,177697,180061,182507,182300,182378,185093,184002,183406,185116,185542,186128,187544,187795,188036,188205,189848,191118,191804
394807,43,"Louisville-Jefferson County, KY",Msa,KY,139404,139743,139370,138746,137587,137244,138845,138819,138675,137173,135961,134620,136284,135608,136694,136211,136669,136149,135647,135666,136353,136977,138879,140852,140716,141676,140496,142408,144650,146847,144345,144668,144117,146846,146664,146151,144184,142082,142561,143368,142611,141520,141523,141440,141369,141240,141933,144123,145490,146054,143432,140250,138608,139760,143188,145188,147258,145564,144049,141950,141237,142272,144788,147583,148935,148295,146371,146639,144879,145606,144527,144937,145441,145130,145672,145427,146975,148592,149979,149936,149827,149990,152437,154457,156198,158227,159219,158663,156465,154078,154550,153707,156492,157890,159834,159760,159365,159379,159352,161424,164760,167712,167886,168451,166842,167002,165610,166785,168184,169249,170119,171084,171176,173259,173842,176674,177392,178585,178374,177908,178300,179191,180094,179819,179183,179311,179798,181147,183641,186287,188061,188611,186567,186705,188933,189533,188510,191365,192525,192036,192135,191605,192646,194262,197356,198601,198273
394669,44,"Hartford, CT",Msa,CT,241871,242708,239772,236816,236424,235607,235434,231805,228358,223361,221569,221222,224350,221427,224051,224555,222198,219160,216619,218649,221737,226258,228799,229331,225721,224091,221367,224043,224962,227764,229147,230758,231265,231302,227100,222481,221113,219193,218947,214556,213628,214214,212681,210738,205452,204469,206840,210680,211145,210897,209989,212427,213250,210494,211704,211169,215259,213199,209215,205805,208485,213091,215708,214190,214076,214417,215069,212835,210802,212823,218276,218087,213427,209108,209213,212683,211641,213182,209461,212561,212302,210681,204781,207627,211435,214205,211613,208971,209640,209582,210892,211028,213298,215569,219511,217350,216269,215240,219085,219334,219239,219190,222123,222765,221057,220882,219518,219613,219222,220884,221126,221851,221789,222079,222142,220862,220630,220335,225209,228803,229532,225510,223710,224361,226173,225817,225058,221676,222896,221715,220719,218822,219284,222890,225277,227260,223349,225772,226803,230931,231483,233644,233503,234617,235462,235881,236416
395022,45,"Richmond, VA",Msa,VA,226544,226679,225479,223989,223647,220700,218454,217086,216603,213106,211735,209210,210788,208241,207803,205737,201345,200789,201372,201985,201428,204601,205739,205647,204056,202385,201523,202777,204971,207348,207284,206110,203075,202163,198708,201302,198524,197847,194001,193680,195335,196022,194859,190730,191998,189225,190540,188306,193703,195022,198923,201157,199191,195359,191993,198001,199643,203044,202566,203950,203675,203835,205494,205035,206027,209378,212764,211042,209150,208324,209644,211318,211479,211678,211295,209514,212425,212839,214765,213890,215785,215459,215275,213709,214337,216802,216470,218938,217980,218721,219161,220185,221772,222576,223135,224243,224542,225343,226610,227498,227271,227311,229686,233028,231774,231470,233004,235455,235597,234277,235679,237412,239299,241058,238616,238323,240175,244701,246769,246090,246631,246331,247008,246474,245782,245301,244866,247147,248499,248640,248570,251565,254455,256264,256658,256203,257543,260497,263488,263264,263555,263452,264360,264097,263839,265048,266297
394910,46,"New Orleans, LA",Msa,LA,169047,168950,168801,167210,167101,167069,167364,166179,165636,164770,164543,163601,164335,164020,164705,166292,164987,164632,161797,162172,160670,162192,161843,164089,162853,163075,160214,160177,161667,161290,164244,164661,167531,165756,165704,162794,161436,158954,160677,159796,158523,157882,157225,157998,156620,155435,155369,155925,158671,158859,158588,156993,158728,159514,160568,159566,159082,164004,163849,163379,161064,164295,168462,170248,169952,169115,169227,168512,170481,168753,170134,171105,171164,169178,165915,165745,165884,167644,167454,171166,170510,170628,167938,169018,171115,173168,173764,174229,174555,173723,174851,173286,175543,173959,177780,177262,179643,179856,179507,179451,178556,180338,180251,182311,179954,183600,183153,187200,185482,186679,187725,189373,190872,191788,192761,191663,195258,196393,198021,195253,194520,194855,196304,197735,197923,199152,198217,199150,198336,198447,200290,200934,201781,202051,204569,206207,206732,206622,208985,210637,212146,213065,213098,215389,217656,219429,219089
394425,47,"Buffalo, NY",Msa,NY,115136,115185,114626,114387,114122,113458,114396,113911,112913,110035,109809,112570,113851,115267,115493,116462,116110,115673,113861,115572,118025,122181,123015,120785,119992,118314,119607,119655,121757,124675,127248,126869,126030,126801,126746,125082,122887,122254,123067,122754,123547,124785,123317,121949,121306,119692,120802,122394,124021,125581,125330,125922,123780,122333,122843,126236,127654,129259,128164,127995,127311,126852,127672,129270,130549,130560,129689,128866,128167,127792,127937,128875,128353,129107,127250,126892,127687,129193,131456,129914,130203,128750,129656,128736,132411,132132,133438,131486,131711,131274,130588,131437,132336,135488,136384,137826,135764,135182,136112,138161,139803,139450,140151,140390,141675,141044,141205,141367,142385,145050,146555,146613,145653,146753,148079,149269,149720,150649,151180,151392,150807,150827,149645,152801,153411,156676,155924,157928,156717,157056,157768,159277,159950,158899,162612,163352,163510,162238,163918,163646,165970,167174,168174,168686,170140,172259,171596
395012,48,"Raleigh, NC",Msa,NC,204476,205851,207735,208728,207071,204183,203363,201535,201345,197757,198671,198246,200435,194932,187180,184768,184392,185921,185489,185165,186585,191009,189203,189633,191791,194927,199408,197327,199072,201312,201784,203995,199711,200069,198926,196976,194907,193794,196002,198582,197791,195001,194175,194416,196692,193773,194965,195753,202088,202689,202814,200499,199835,200051,199567,203418,204399,207223,203142,204123,202982,206264,205185,207577,209453,211716,214392,211854,215443,216389,221563,219989,219371,218320,218126,219045,219607,221686,221898,222746,220894,221007,222037,226967,227992,228980,231205,233156,234547,233609,234558,236418,236719,235876,235957,235586,238096,238770,242020,242981,245259,247410,250210,250641,251991,254631,255308,257097,258189,262562,262725,263826,263791,264663,265313,267495,271344,273227,275530,275185,276600,276070,277578,278207,278985,282241,283146,285122,284916,288324,288644,290095,288805,289662,290591,290761,288654,291428,292230,291993,292626,291245,292240,293363,295679,296637,297253
394388,49,"Birmingham, AL",Msa,AL,148036,147944,147040,146265,143502,143166,140175,139742,138044,137984,137127,139385,139600,140035,140707,143233,145374,144520,145379,145665,147101,146644,147170,144300,143954,141963,142344,139450,140987,142430,146149,147240,147537,146782,146093,145868,143822,144622,143319,142894,144410,145147,147850,144589,145250,146135,150919,151851,153371,153028,155982,157797,156762,157310,155488,159776,160432,165077,161401,162688,162691,168851,171421,174473,173895,172557,172390,173534,173631,169429,169727,169952,170766,165804,164725,164620,169079,171568,172711,169609,170013,172061,175843,175875,175658,177610,176696,176602,175414,175392,176026,176398,178313,178274,178337,179635,182592,182935,184241,184357,184081,183001,182284,185165,183831,184930,182122,183163,182293,183972,183067,182789,183970,186850,188307,188679,189712,190980,193535,191809,190737,190636,194888,197794,195532,197940,196883,198533,198091,200335,200220,199508,199420,202915,205909,204596,202933,204973,207329,207520,209822,209609,211302,214693,217664,217145,215477
